State,Year,Sex,LaborForce,UnemploymentRate,Employed,Unemployed,BusinessOwnersPSTS
PA,2023,Female,3193984.0,4.0,3066619.0,127365.0,6375.0
PA,2024,Male,,,,,
PA,2024,Female,,,,,
PA,2025,Male,,,,,
PA,2025,Female,,,,,
RI,2014,Male,285749.0,7.7,263605.0,22144.0,2135.0
RI,2014,Female,275777.0,7.8,254259.0,21518.0,677.0
RI,2015,Male,284313.0,6.9,264722.0,19591.0,2150.0
RI,2015,Female,275420.0,5.5,260253.0,15167.0,600.0
RI,2016,Male,283370.0,6.5,265004.0,18366.0,2054.0
RI,2016,Female,271523.0,5.4,256875.0,14648.0,618.0
RI,2017,Male,292596.0,6.0,275181.0,17415.0,1945.0
RI,2017,Female,278069.0,5.5,262733.0,15336.0,653.0
RI,2018,Male,284648.0,6.7,265664.0,18984.0,2099.0
RI,2018,Female,273711.0,4.3,261833.0,11878.0,0.0
RI,2019,Male,293050.0,5.2,277682.0,15368.0,2039.0
RI,2019,Female,279063.0,3.2,270232.0,8831.0,513.0
RI,2020,Male,,,,,0.0
RI,2020,Female,,,,,0.0
RI,2021,Male,303024.0,8.0,278815.0,24209.0,2048.0
RI,2021,Female,288521.0,7.3,267434.0,21087.0,0.0
RI,2022,Male,300488.0,4.5,286965.0,13523.0,1973.0
RI,2022,Female,286748.0,4.6,273603.0,13145.0,629.0
RI,2023,Male,305651.0,4.6,291500.0,14151.0,1920.0
RI,2023,Female,282103.0,4.9,268242.0,13861.0,678.0
RI,2024,Male,,,,,
RI,2024,Female,,,,,
RI,2025,Male,,,,,
RI,2025,Female,,,,,
SC,2014,Male,1191291.0,7.8,1097847.0,93444.0,5809.0
SC,2014,Female,1123524.0,8.4,1029102.0,94422.0,1690.0
SC,2015,Male,1208282.0,7.7,1115610.0,92672.0,6177.0
SC,2015,Female,1128009.0,6.9,1050092.0,77917.0,1765.0
SC,2016,Male,1207747.0,6.0,1135868.0,71879.0,5989.0
SC,2016,Female,1170740.0,6.6,1093406.0,77334.0,1999.0
SC,2017,Male,1232680.0,6.0,1158347.0,74333.0,6266.0
SC,2017,Female,1179542.0,5.5,1114128.0,65414.0,2320.0
SC,2018,Male,1245809.0,5.1,1182781.0,63028.0,6295.0
SC,2018,Female,1198786.0,5.5,1132967.0,65819.0,2592.0
SC,2019,Male,1264891.0,4.7,1205657.0,59234.0,6443.0
SC,2019,Female,1210860.0,4.7,1154057.0,56803.0,2402.0
SC,2020,Male,,,,,6554.0
SC,2020,Female,,,,,2781.0
SC,2021,Male,1273357.0,5.6,1201681.0,71676.0,6536.0
SC,2021,Female,1201754.0,5.7,1133673.0,68081.0,2675.0
SC,2022,Male,1314901.0,4.1,1260839.0,54062.0,6758.0
SC,2022,Female,1250818.0,4.6,1193208.0,57610.0,3102.0
SC,2023,Male,1342684.0,4.4,1283996.0,58688.0,6987.0
SC,2023,Female,1286820.0,4.2,1232723.0,54097.0,2955.0
SC,2024,Male,,,,,
SC,2024,Female,,,,,
SC,2025,Male,,,,,
SC,2025,Female,,,,,
SD,2014,Male,243679.0,4.1,233785.0,9894.0,1124.0
SD,2014,Female,216770.0,3.7,208704.0,8066.0,348.0
SD,2015,Male,242588.0,4.7,231215.0,11373.0,1052.0
SD,2015,Female,212408.0,3.2,205637.0,6771.0,354.0
SD,2016,Male,242355.0,3.7,233313.0,9042.0,1017.0
SD,2016,Female,213110.0,4.1,204314.0,8796.0,271.0
SD,2017,Male,243903.0,3.6,235063.0,8840.0,1233.0
SD,2017,Female,214775.0,3.4,207407.0,7368.0,372.0
SD,2018,Male,243697.0,3.5,235253.0,8444.0,1170.0
SD,2018,Female,223871.0,2.4,218470.0,5401.0,274.0
SD,2019,Male,246510.0,4.0,236719.0,9791.0,0.0
SD,2019,Female,220498.0,1.9,216256.0,4242.0,252.0
SD,2020,Male,,,,,1166.0
SD,2020,Female,,,,,444.0
SD,2021,Male,244054.0,3.2,236164.0,7890.0,1179.0
SD,2021,Female,218304.0,2.3,213271.0,5033.0,303.0
SD,2022,Male,251265.0,2.8,244129.0,7136.0,1162.0
SD,2022,Female,223027.0,2.8,216854.0,6173.0,424.0
SD,2023,Male,255003.0,2.1,249767.0,5236.0,1222.0
SD,2023,Female,230320.0,3.3,222814.0,7506.0,387.0
SD,2024,Male,,,,,
SD,2024,Female,,,,,
SD,2025,Male,,,,,
SD,2025,Female,,,,,
TN,2014,Male,1639959.0,7.6,1516054.0,123905.0,6581.0
TN,2014,Female,1516677.0,8.0,1394602.0,122075.0,2345.0
TN,2015,Male,1665682.0,6.2,1562444.0,103238.0,6859.0
TN,2015,Female,1532603.0,6.3,1436370.0,96233.0,2368.0
TN,2016,Male,1671156.0,5.5,1579969.0,91187.0,6785.0
TN,2016,Female,1530184.0,5.6,1444628.0,85556.0,2440.0
TN,2017,Male,1716623.0,4.9,1633262.0,83361.0,6516.0
TN,2017,Female,1575754.0,5.0,1496826.0,78928.0,2150.0
TN,2018,Male,1718397.0,5.3,1627343.0,91054.0,7048.0
TN,2018,Female,1596707.0,5.7,1505810.0,90897.0,0.0
TN,2019,Male,1739559.0,4.3,1664823.0,74736.0,6687.0
TN,2019,Female,1628215.0,4.8,1550578.0,77637.0,1941.0
TN,2020,Male,,,,,6534.0
TN,2020,Female,,,,,2394.0
TN,2021,Male,1791941.0,5.2,1698844.0,93097.0,6693.0
TN,2021,Female,1628216.0,5.4,1540467.0,87749.0,2503.0
TN,2022,Male,1856153.0,3.2,1796219.0,59934.0,6872.0
TN,2022,Female,1678830.0,3.7,1617241.0,61589.0,2611.0
TN,2023,Male,1869741.0,3.8,1799491.0,70250.0,6948.0
TN,2023,Female,1714760.0,4.2,1642929.0,71831.0,2517.0
TN,2024,Male,,,,,
TN,2024,Female,,,,,
TN,2025,Male,,,,,
TN,2025,Female,,,,,
TX,2014,Male,7182617.0,5.8,6768976.0,413641.0,35879.0
TX,2014,Female,6028225.0,6.4,5642347.0,385878.0,12279.0
TX,2015,Male,7301527.0,5.4,6906093.0,395434.0,37863.0
TX,2015,Female,6135606.0,5.7,5787808.0,347798.0,13462.0
TX,2016,Male,7426255.0,5.6,7013114.0,413141.0,38393.0
TX,2016,Female,6261448.0,5.5,5914342.0,347106.0,14237.0
TX,2017,Male,7559984.0,5.1,7174258.0,385726.0,39037.0
TX,2017,Female,6358324.0,5.2,6027633.0,330691.0,14354.0
TX,2018,Male,7699222.0,4.8,7327839.0,371383.0,39545.0
TX,2018,Female,6486431.0,5.0,6163329.0,323102.0,14339.0
TX,2019,Male,7836443.0,4.3,7502391.0,334052.0,40965.0
TX,2019,Female,6629210.0,4.5,6328185.0,301025.0,16004.0
TX,2020,Male,,,,,41037.0
TX,2020,Female,,,,,16527.0
TX,2021,Male,7975308.0,6.1,7492559.0,482749.0,43456.0
TX,2021,Female,6731734.0,6.4,6303670.0,428064.0,17047.0
TX,2022,Male,8277962.0,4.3,7920235.0,357727.0,45248.0
TX,2022,Female,6971385.0,4.5,6658198.0,313187.0,18153.0
TX,2023,Male,8396346.0,4.2,8046336.0,350010.0,44660.0
TX,2023,Female,7216469.0,4.7,6880425.0,336044.0,19831.0
TX,2024,Male,,,,,
TX,2024,Female,,,,,
TX,2025,Male,,,,,
TX,2025,Female,,,,,
UT,2014,Male,801469.0,5.0,761411.0,40058.0,5991.0
UT,2014,Female,634282.0,4.9,602981.0,31301.0,1129.0
UT,2015,Male,826293.0,4.0,793605.0,32688.0,5925.0
UT,2015,Female,646242.0,3.9,620732.0,25510.0,1080.0
UT,2016,Male,845672.0,4.1,810588.0,35084.0,6009.0
UT,2016,Female,669646.0,4.0,642813.0,26833.0,1152.0
UT,2017,Male,867807.0,3.5,837398.0,30409.0,6534.0
UT,2017,Female,692891.0,3.6,667605.0,25286.0,1518.0
UT,2018,Male,877739.0,3.1,850337.0,27402.0,6748.0
UT,2018,Female,705998.0,3.2,683225.0,22773.0,1763.0
UT,2019,Male,906946.0,3.2,878331.0,28615.0,6842.0
UT,2019,Female,744006.0,3.2,720199.0,23807.0,1514.0
UT,2020,Male,,,,,7514.0
UT,2020,Female,,,,,1681.0
UT,2021,Male,953418.0,3.3,922049.0,31369.0,7873.0
UT,2021,Female,760043.0,3.7,731719.0,28324.0,1667.0
UT,2022,Male,992866.0,2.7,966351.0,26515.0,7901.0
UT,2022,Female,790996.0,2.7,769503.0,21493.0,2181.0
UT,2023,Male,997578.0,3.1,966410.0,31168.0,7681.0
UT,2023,Female,821131.0,3.6,791650.0,29481.0,2287.0
UT,2024,Male,,,,,
UT,2024,Female,,,,,
UT,2025,Male,,,,,
UT,2025,Female,,,,,
VA,2014,Male,2229385.0,6.2,2090425.0,138960.0,15974.0
VA,2014,Female,2070836.0,5.9,1949259.0,121577.0,5423.0
VA,2015,Male,2228658.0,5.5,2106890.0,121768.0,16116.0
VA,2015,Female,2089240.0,5.5,1974710.0,114530.0,6248.0
VA,2016,Male,2241251.0,5.1,2126520.0,114731.0,16533.0
VA,2016,Female,2092389.0,4.9,1988966.0,103423.0,6767.0
VA,2017,Male,2251091.0,4.6,2146794.0,104297.0,16290.0
VA,2017,Female,2114593.0,4.6,2018136.0,96457.0,7090.0
VA,2018,Male,2259740.0,4.1,2167141.0,92599.0,15402.0
VA,2018,Female,2104396.0,4.3,2013774.0,90622.0,8798.0
VA,2019,Male,2251019.0,3.9,2163005.0,88014.0,17060.0
VA,2019,Female,2153908.0,4.1,2066394.0,87514.0,7386.0
VA,2020,Male,,,,,16497.0
VA,2020,Female,,,,,8102.0
VA,2021,Male,2292937.0,4.6,2187427.0,105510.0,16366.0
VA,2021,Female,2124809.0,5.0,2018995.0,105814.0,7882.0
VA,2022,Male,2319402.0,3.8,2231944.0,87458.0,16421.0
VA,2022,Female,2140264.0,3.4,2066617.0,73647.0,7825.0
VA,2023,Male,2306396.0,3.6,2223892.0,82504.0,16119.0
VA,2023,Female,2176235.0,3.8,2094108.0,82127.0,8288.0
VA,2024,Male,,,,,
VA,2024,Female,,,,,
VA,2025,Male,,,,,
VA,2025,Female,,,,,
VT,2014,Male,175784.0,4.9,167115.0,8669.0,1318.0
VT,2014,Female,168173.0,6.0,158096.0,10077.0,331.0
VT,2015,Male,173657.0,4.5,165927.0,7730.0,1152.0
VT,2015,Female,167032.0,3.1,161914.0,5118.0,372.0
VT,2016,Male,172459.0,4.3,164971.0,7488.0,1201.0
VT,2016,Female,165632.0,3.5,159853.0,5779.0,394.0
VT,2017,Male,171916.0,4.4,164417.0,7499.0,1171.0
VT,2017,Female,166998.0,3.1,161738.0,5260.0,432.0
VT,2018,Male,172867.0,4.9,164358.0,8509.0,1168.0
VT,2018,Female,171208.0,2.7,166589.0,4619.0,380.0
VT,2019,Male,176406.0,3.6,170010.0,6396.0,1055.0
VT,2019,Female,166393.0,3.1,161237.0,5156.0,522.0
VT,2020,Male,,,,,1151.0
VT,2020,Female,,,,,388.0
VT,2021,Male,178200.0,4.8,169717.0,8483.0,1119.0
VT,2021,Female,169583.0,3.6,163418.0,6165.0,523.0
VT,2022,Male,180486.0,3.1,174834.0,5652.0,1073.0
VT,2022,Female,173928.0,2.5,169567.0,4361.0,441.0
VT,2023,Male,181334.0,2.5,176798.0,4536.0,959.0
VT,2023,Female,173688.0,2.7,168954.0,4734.0,616.0
VT,2024,Male,,,,,
VT,2024,Female,,,,,
VT,2025,Male,,,,,
VT,2025,Female,,,,,
WA,2014,Male,1911833.0,6.6,1784999.0,126834.0,11398.0
WA,2014,Female,1652180.0,6.4,1546889.0,105291.0,4501.0
WA,2015,Male,1947514.0,5.9,1831920.0,115594.0,11943.0
WA,2015,Female,1665913.0,6.0,1566054.0,99859.0,4434.0
WA,2016,Male,1985398.0,5.8,1870122.0,115276.0,12094.0
WA,2016,Female,1710877.0,5.0,1626019.0,84858.0,4966.0
WA,2017,Male,2033010.0,4.9,1933026.0,99984.0,11654.0
WA,2017,Female,1753157.0,4.9,1666727.0,86430.0,5144.0
WA,2018,Male,2068651.0,4.4,1977346.0,91305.0,11697.0
WA,2018,Female,1790178.0,4.2,1715254.0,74924.0,4652.0
WA,2019,Male,2112471.0,4.4,2018763.0,93708.0,12582.0
WA,2019,Female,1816291.0,4.7,1730646.0,85645.0,0.0
WA,2020,Male,,,,,11897.0
WA,2020,Female,,,,,5549.0
WA,2021,Male,2106365.0,5.8,1983983.0,122382.0,11928.0
WA,2021,Female,1822293.0,6.0,1712581.0,109712.0,4864.0
WA,2022,Male,2188205.0,4.1,2097701.0,90504.0,11706.0
WA,2022,Female,1841215.0,4.0,1768240.0,72975.0,6091.0
WA,2023,Male,2182772.0,4.6,2083116.0,99656.0,11858.0
WA,2023,Female,1886762.0,4.4,1804034.0,82728.0,6314.0
WA,2024,Male,,,,,
WA,2024,Female,,,,,
WA,2025,Male,,,,,
WA,2025,Female,,,,,
WI,2014,Male,1600337.0,5.8,1507236.0,93101.0,7184.0
WI,2014,Female,1480010.0,4.8,1409627.0,70383.0,1829.0
WI,2015,Male,1608635.0,4.7,1533690.0,74945.0,6788.0
WI,2015,Female,1482786.0,3.8,1425965.0,56821.0,2125.0
WI,2016,Male,1607581.0,4.2,1540249.0,67332.0,6700.0
WI,2016,Female,1481084.0,4.0,1422446.0,58638.0,1942.0
WI,2017,Male,1611979.0,3.8,1551032.0,60947.0,6815.0
WI,2017,Female,1474683.0,3.2,1428171.0,46512.0,1840.0
WI,2018,Male,1608913.0,3.4,1553475.0,55438.0,5917.0
WI,2018,Female,1483031.0,2.9,1440241.0,42790.0,2478.0
WI,2019,Male,1610044.0,3.6,1551883.0,58161.0,6373.0
WI,2019,Female,1490903.0,2.7,1450191.0,40712.0,2283.0
WI,2020,Male,,,,,6157.0
WI,2020,Female,,,,,2358.0
WI,2021,Male,1626560.0,3.8,1564209.0,62351.0,6360.0
WI,2021,Female,1474624.0,3.2,1426927.0,47697.0,2195.0
WI,2022,Male,1646169.0,2.9,1598848.0,47321.0,6288.0
WI,2022,Female,1477255.0,2.6,1438115.0,39140.0,2361.0
WI,2023,Male,1641360.0,3.0,1591682.0,49678.0,6242.0
WI,2023,Female,1502130.0,2.5,1464849.0,37281.0,2385.0
WI,2024,Male,,,,,
WI,2024,Female,,,,,
WI,2025,Male,,,,,
WI,2025,Female,,,,,
WV,2014,Male,428014.0,7.8,394573.0,33441.0,1571.0
WV,2014,Female,375386.0,5.8,353570.0,21816.0,516.0
WV,2015,Male,426002.0,8.2,390899.0,35103.0,1419.0
WV,2015,Female,370706.0,6.2,347539.0,23167.0,570.0
WV,2016,Male,418060.0,9.0,380231.0,37829.0,1659.0
WV,2016,Female,383244.0,6.0,360282.0,22962.0,510.0
WV,2017,Male,412072.0,7.1,382680.0,29392.0,1501.0
WV,2017,Female,365114.0,6.2,342520.0,22594.0,509.0
WV,2018,Male,415746.0,6.3,389501.0,26245.0,1415.0
WV,2018,Female,371710.0,5.2,352316.0,19394.0,0.0
WV,2019,Male,420607.0,6.6,392919.0,27688.0,0.0
WV,2019,Female,371798.0,5.3,352062.0,19736.0,390.0
WV,2020,Male,,,,,1532.0
WV,2020,Female,,,,,0.0
WV,2021,Male,405370.0,6.7,378183.0,27187.0,1515.0
WV,2021,Female,364050.0,5.7,343296.0,20754.0,472.0
WV,2022,Male,405235.0,5.0,384929.0,20306.0,1385.0
WV,2022,Female,366991.0,4.4,350715.0,16276.0,538.0
WV,2023,Male,414374.0,4.7,394949.0,19425.0,0.0
WV,2023,Female,378784.0,4.3,362356.0,16428.0,473.0
WV,2024,Male,,,,,
WV,2024,Female,,,,,
WV,2025,Male,,,,,
WV,2025,Female,,,,,
WY,2014,Male,170294.0,4.4,162807.0,7487.0,1371.0
WY,2014,Female,142408.0,4.2,136418.0,5990.0,303.0
WY,2015,Male,167221.0,4.7,159435.0,7786.0,1305.0
WY,2015,Female,143148.0,5.1,135893.0,7255.0,343.0
WY,2016,Male,167040.0,6.3,156456.0,10584.0,1540.0
WY,2016,Female,137543.0,4.7,131127.0,6416.0,173.0
WY,2017,Male,163963.0,6.3,153620.0,10343.0,1221.0
WY,2017,Female,133615.0,3.8,128582.0,5033.0,578.0
WY,2018,Male,162084.0,4.0,155610.0,6474.0,0.0
WY,2018,Female,137036.0,3.8,131826.0,5210.0,527.0
WY,2019,Male,158721.0,3.7,152796.0,5925.0,1575.0
WY,2019,Female,135568.0,3.4,130954.0,4614.0,460.0
WY,2020,Male,,,,,1522.0
WY,2020,Female,,,,,619.0
WY,2021,Male,163569.0,4.3,156518.0,7051.0,1607.0
WY,2021,Female,135034.0,3.1,130914.0,4120.0,680.0
WY,2022,Male,164199.0,4.6,156585.0,7614.0,1753.0
WY,2022,Female,138248.0,2.7,134453.0,3795.0,525.0
WY,2023,Male,158181.0,2.6,154013.0,4168.0,1854.0
WY,2023,Female,136387.0,3.9,131033.0,5354.0,764.0
WY,2024,Male,,,,,
WY,2024,Female,,,,,
WY,2025,Male,,,,,
WY,2025,Female,,,,,
