state,year,male_employed,female_employed,male_unemployed,female_unemployed,male_labor_force,female_labor_force,male_unemployment_rate,female_unemployment_rate,male_business_owners_psts,female_business_owners_psts,male_psts_employers,female_psts_employers,male_psts_self_employed,female_psts_self_employed
Tabasco,2014,585868.25,298800.5,39124.5,22024.25,624992.75,320824.75,0.0625999261591434,0.0686488495666247,3781.75,1142.75,822.5,252.25,2959.25,890.5
Tabasco,2015,565282.25,313326.0,43416.0,20147.25,608698.25,333473.25,0.0713259813051869,0.060416390220205,4583.5,1226.5,1418.75,363.25,3164.75,863.25
Tabasco,2016,579706.75,316398.25,46959.25,25189.0,626666.0,341587.25,0.0749350531223969,0.0737410427350552,3750.0,1184.0,795.5,246.0,2954.5,938.0
Tabasco,2017,585032.25,298300.25,43184.75,23255.5,628217.0,321555.75,0.0687417723493633,0.0723218291073942,5233.5,1735.75,1229.25,222.75,4004.25,1513.0
Tabasco,2018,582016.0,313234.5,45863.0,23893.0,627879.0,337127.5,0.0730443286047152,0.0708722960897583,5455.0,1557.0,701.25,150.25,4753.75,1406.75
Tabasco,2019,606178.75,338170.5,42406.25,29430.0,648585.0,367600.5,0.0653827177625137,0.0800597387653172,6402.75,1249.5,1082.75,198.25,5320.0,1051.25
Tabasco,2020,578069.6666666666,314416.0,40510.333333333336,24857.666666666668,618580.0,339273.6666666667,0.0654892387942276,0.0732673033863518,5266.333333333334,1066.3333333333333,993.6666666666666,64.66666666666667,4272.666666666667,1001.6666666666666
Tabasco,2021,601496.25,334978.0,35866.5,21998.5,637362.75,356976.5,0.0562732917792889,0.0616245046942866,6657.0,1595.0,683.25,163.25,5973.75,1431.75
Tabasco,2022,634664.75,361260.0,31917.5,20118.25,666582.25,381378.25,0.047882313097896,0.0527514350910152,5970.75,2059.0,1509.0,415.25,4461.75,1643.75
Tabasco,2023,667318.5,391954.5,25133.25,18172.75,692451.75,410127.25,0.0362960307342713,0.0443100281680868,7569.0,2980.0,2828.25,688.5,4740.75,2291.5
Tabasco,2024,687631.25,390238.0,26013.75,18915.5,713645.0,409153.5,0.0364519473968149,0.046230815574106,6213.25,1607.0,1897.75,132.25,4315.5,1474.75
Tamaulipas,2014,861017.75,551922.75,43959.5,35436.25,904977.25,587359.0,0.0485752542398165,0.0603315008367965,4764.25,1651.75,957.25,485.75,3807.0,1166.0
Tamaulipas,2015,861908.25,567909.75,39722.75,33001.5,901631.0,600911.25,0.0440565486324227,0.0549190916295875,6756.5,2398.25,1192.75,421.0,5563.75,1977.25
Tamaulipas,2016,885028.75,597079.5,38510.75,34382.75,923539.5,631462.25,0.0416990827138416,0.0544494148304193,8252.0,2101.0,1729.25,256.5,6522.75,1844.5
Tamaulipas,2017,907728.0,583945.25,36241.75,28741.0,943969.75,612686.25,0.0383929146034605,0.0469098172188457,5836.5,1130.0,1789.25,258.0,4047.25,872.0
Tamaulipas,2018,942016.0,599181.5,33469.5,28670.0,975485.5,627851.5,0.034310607384733,0.0456636640989151,8533.0,4177.0,3770.0,1457.5,4763.0,2719.5
Tamaulipas,2019,953600.5,623828.25,31630.5,25063.5,985231.0,648891.75,0.0321046536294533,0.0386250865417845,7269.5,3793.25,3308.25,1782.5,3961.25,2010.75
Tamaulipas,2020,915542.3333333334,607626.0,33482.666666666664,20413.0,949025.0,628039.0,0.0352811218531299,0.0325027585866482,4562.666666666667,2163.333333333333,1003.6666666666666,224.0,3559.0,1939.3333333333333
Tamaulipas,2021,948483.5,639240.75,36619.75,21112.25,985103.25,660353.0,0.0371735145529161,0.0319711578504224,8037.75,2100.0,1775.0,520.5,6262.75,1579.5
Tamaulipas,2022,968405.0,635310.75,33322.5,24657.5,1001727.5,659968.25,0.0332650346526375,0.0373616458064459,7545.5,4179.25,1369.25,818.5,6176.25,3360.75
Tamaulipas,2023,979395.5,659453.5,30404.0,22474.0,1009799.5,681927.5,0.0301089473702452,0.0329565826279186,7421.0,2613.25,1968.0,623.5,5453.0,1989.75
Tamaulipas,2024,957212.25,671467.5,30924.75,23230.0,988137.0,694697.5,0.0312960146214543,0.0334390148229985,8811.75,2065.75,3461.25,226.25,5350.5,1839.5
Tlaxcala,2014,302784.75,200062.5,15550.25,13184.25,318335.0,213246.75,0.0488486971272401,0.061826264644127,2592.0,853.25,497.0,92.0,2095.0,761.25
Tlaxcala,2015,315838.0,203933.0,14449.0,12188.5,330287.0,216121.5,0.0437468020236945,0.0563965176995347,3584.0,1033.0,593.75,47.25,2990.25,985.75
Tlaxcala,2016,323388.5,213724.75,12150.0,10920.75,335538.5,224645.5,0.0362104497695495,0.0486132595578366,3525.75,1413.25,381.0,133.5,3144.75,1279.75
Tlaxcala,2017,329710.25,217068.5,10841.75,10378.25,340552.0,227446.75,0.03183581362024,0.0456293615978245,3262.25,1196.25,235.75,183.5,3026.5,1012.75
Tlaxcala,2018,336854.25,222931.5,11652.0,9868.25,348506.25,232799.75,0.03343412062194,0.0423894355556653,3497.25,1224.25,595.5,31.5,2901.75,1192.75
Tlaxcala,2019,345419.25,239079.25,11579.0,11115.75,356998.25,250195.0,0.0324343326612945,0.0444283458902056,3065.5,1332.0,327.75,153.0,2737.75,1179.0
Tlaxcala,2020,336771.3333333333,225146.3333333333,16882.666666666668,14655.0,353654.0,239801.3333333333,0.0477378077631432,0.0611130880562243,3540.333333333333,1203.3333333333333,589.3333333333334,132.0,2951.0,1071.3333333333333
Tlaxcala,2021,342587.75,239046.75,17595.5,14328.5,360183.25,253375.25,0.0488515221071496,0.0565505115436491,4421.75,1678.0,672.25,236.75,3749.5,1441.25
Tlaxcala,2022,360278.5,250461.0,12360.0,11962.0,372638.5,262423.0,0.0331688754650955,0.0455828947919961,3778.0,2193.25,561.25,251.5,3216.75,1941.75
Tlaxcala,2023,376914.75,265855.25,11515.25,10666.25,388430.0,276521.5,0.0296456246942821,0.0385729500237775,4016.0,2106.25,634.25,93.5,3381.75,2012.75
Tlaxcala,2024,386039.25,279150.5,10966.25,9213.25,397005.5,288363.75,0.0276224132915035,0.0319500977498038,4376.5,1699.5,531.75,133.25,3844.75,1566.25
Veracruz de Ignacio de la Llave,2014,1973335.0,999390.25,73153.5,38315.0,2046488.5,1037705.25,0.0357458641961584,0.0369228159923061,15805.0,5584.25,2476.0,1617.5,13329.0,3966.75
Veracruz de Ignacio de la Llave,2015,1994173.25,1002008.75,82947.0,32632.25,2077120.25,1034641.0,0.0399336533356699,0.0315396838130327,20589.0,5732.25,3811.5,188.75,16777.5,5543.5
Veracruz de Ignacio de la Llave,2016,1965456.25,961626.5,80244.75,27455.75,2045701.0,989082.25,0.0392260403646476,0.0277588137892475,18496.25,4724.75,5156.5,312.75,13339.75,4412.0
Veracruz de Ignacio de la Llave,2017,2004566.5,999903.5,73197.0,36886.5,2077763.5,1036790.0,0.0352287447536738,0.0355776000925934,15216.5,3181.0,3966.0,360.0,11250.5,2821.0
Veracruz de Ignacio de la Llave,2018,2069849.25,1031142.25,63425.5,32773.0,2133274.75,1063915.25,0.0297315195804009,0.0308041453489833,23017.0,6854.75,3305.5,985.75,19711.5,5869.0
Veracruz de Ignacio de la Llave,2019,2035119.0,1133463.75,59697.5,36631.75,2094816.5,1170095.5,0.0284977228315702,0.0313066326637441,14133.75,7682.0,1831.0,967.5,12302.75,6714.5
Veracruz de Ignacio de la Llave,2020,2024409.6666666667,1179566.6666666667,61527.66666666666,35264.0,2085937.3333333333,1214830.6666666667,0.0294964118449068,0.0290279139040502,13650.333333333332,2260.333333333333,2548.6666666666665,346.3333333333333,11101.666666666666,1914.0
Veracruz de Ignacio de la Llave,2021,2077886.75,1166509.25,72543.5,41212.25,2150430.25,1207721.5,0.0337344119856944,0.0341239681499418,27201.75,6258.0,2881.75,597.5,24320.0,5660.5
Veracruz de Ignacio de la Llave,2022,2055832.5,1221187.25,50999.0,41117.5,2106831.5,1262304.75,0.0242064920711504,0.0325733544138212,24176.25,9168.25,3355.25,267.5,20821.0,8900.75
Veracruz de Ignacio de la Llave,2023,2118261.5,1298414.25,43716.0,29838.5,2161977.5,1328252.75,0.0202203769465685,0.0224644744759609,20197.0,11662.5,2381.0,484.0,17816.0,11178.5
Veracruz de Ignacio de la Llave,2024,2123179.75,1329550.75,50987.5,23134.5,2174167.25,1352685.25,0.0234515076979473,0.0171026482324694,21342.25,7515.75,2822.25,493.5,18520.0,7022.25
Yucatán,2014,587326.0,372208.5,13940.25,12423.25,601266.25,384631.75,0.0231848203686802,0.03229907567433,5667.5,1619.5,1847.75,639.25,3819.75,980.25
Yucatán,2015,603918.75,380326.5,14947.0,11462.5,618865.75,391789.0,0.0241522494983766,0.0292568193594,4651.5,1590.5,1134.25,455.75,3517.25,1134.75
Yucatán,2016,616104.75,403593.75,11149.5,9560.75,627254.25,413154.5,0.0177750888096812,0.0231408589280765,7380.75,1026.5,1863.5,48.5,5517.25,978.0
Yucatán,2017,623105.25,418979.75,11974.5,9941.0,635079.75,428920.75,0.0188551122910154,0.0231767756631032,7194.0,2097.5,2409.0,190.5,4785.0,1907.0
Yucatán,2018,646742.25,430850.5,10828.25,8822.25,657570.5,439672.75,0.0164670556236935,0.0200654918914124,6388.75,1836.0,2112.5,520.75,4276.25,1315.25
Yucatán,2019,671098.5,441296.5,10408.5,11080.75,681507.0,452377.25,0.0152727704924527,0.0244944899417466,7065.75,1985.75,2008.0,639.75,5057.75,1346.0
Yucatán,2020,685543.3333333334,425189.3333333333,18685.0,12500.333333333334,704228.3333333334,437689.6666666666,0.0265325876787121,0.0285598091189419,6088.666666666666,1944.3333333333333,1229.3333333333333,199.66666666666663,4859.333333333333,1744.6666666666667
Yucatán,2021,686569.0,464463.0,15417.5,13845.5,701986.5,478308.5,0.0219626730713482,0.0289467989801561,7364.75,3618.75,1940.75,406.25,5424.0,3212.5
Yucatán,2022,704591.75,493121.0,11876.5,12202.5,716468.25,505323.5,0.0165764498287258,0.0241478973370524,8332.0,4083.0,2067.75,1048.25,6264.25,3034.75
Yucatán,2023,697822.25,501411.25,10810.25,11766.0,708632.5,513177.25,0.0152550863811637,0.0229277505968941,7514.5,3552.25,2135.0,1203.0,5379.5,2349.25
Yucatán,2024,702911.25,507544.25,10868.75,10773.5,713780.0,518317.75,0.0152270307377623,0.0207855123618668,7988.25,3531.5,2811.5,835.75,5176.75,2695.75
Zacatecas,2014,382447.75,203248.5,19030.75,10302.75,401478.5,213551.25,0.0474016665898672,0.0482448592550968,2453.25,829.75,829.0,226.25,1624.25,603.5
Zacatecas,2015,390444.25,210778.25,14585.75,7881.0,405030.0,218659.25,0.0360115300101227,0.0360423810106364,2568.0,633.25,736.5,107.0,1831.5,526.25
Zacatecas,2016,398428.5,218856.75,10878.0,7277.0,409306.5,226133.75,0.0265766607664427,0.0321800704229244,3497.25,824.5,1374.75,291.5,2122.5,533.0
Zacatecas,2017,407677.0,225542.0,10790.5,7373.5,418467.5,232915.5,0.0257857539713358,0.0316574036506801,2469.75,760.75,450.25,147.0,2019.5,613.75
Zacatecas,2018,410881.75,223512.75,11233.25,7945.25,422115.0,231458.0,0.0266118237920945,0.0343269621270381,3196.75,989.25,1008.5,111.5,2188.25,877.75
Zacatecas,2019,414199.75,240100.0,12233.75,8420.25,426433.5,248520.25,0.0286885293955564,0.0338815448640503,2744.5,839.75,847.25,182.25,1897.25,657.5
Zacatecas,2020,416856.6666666667,244311.0,13733.333333333334,12393.333333333334,430590.0,256704.3333333333,0.0318942226557359,0.0482786292401245,2507.333333333333,1143.6666666666667,767.6666666666666,153.66666666666666,1739.6666666666667,990.0
Zacatecas,2021,416610.75,255988.0,13285.5,11091.5,429896.25,267079.5,0.0309039681085843,0.0415288331751407,2727.0,1790.5,585.25,480.75,2141.75,1309.75
Zacatecas,2022,417485.75,255598.75,10990.5,8389.0,428476.25,263987.75,0.0256501964811351,0.0317779896983856,3499.5,800.75,1126.75,105.5,2372.75,695.25
Zacatecas,2023,411837.5,257670.0,11668.5,8075.75,423506.0,265745.75,0.0275521480215156,0.0303890090434183,3549.25,1213.5,893.0,106.0,2656.25,1107.5
Zacatecas,2024,418078.25,255551.75,9466.0,9284.0,427544.25,264835.75,0.022140398333038,0.03505569017778,2642.0,1147.25,792.75,218.0,1849.25,929.25
